filepath,label,fold,true_label_name,pred_label_id,pred_label_name,prob_recyclable,prob_electronic,prob_organic,confidence
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5929.jpg,0,3,Recyclable,2,Organic,0.12821000415181488,0.0,0.8717899958481852,0.8717899958481852
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5642.jpg,0,1,Recyclable,2,Organic,0.14037394833005118,0.0,0.8596260516699488,0.8596260516699488
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5850.jpg,0,1,Recyclable,2,Organic,0.3347512590759195,0.06784935469123592,0.5973993862328446,0.5973993862328446
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_563.jpg,0,2,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6078.jpg,0,3,Recyclable,2,Organic,0.20006225786058066,0.0,0.7999377421394194,0.7999377421394194
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7063.jpg,0,4,Recyclable,2,Organic,0.45837827236662426,0.061985296904615184,0.47963643072876055,0.47963643072876055
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6862.jpg,0,0,Recyclable,1,Electronic,0.3946270697539429,0.6053729302460571,0.0,0.6053729302460571
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6935.jpg,0,3,Recyclable,2,Organic,0.16095623617501298,0.0,0.839043763824987,0.839043763824987
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_757.jpg,0,3,Recyclable,2,Organic,0.3864031784192517,0.0,0.6135968215807484,0.6135968215807484
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7802.jpg,0,4,Recyclable,2,Organic,0.2757192846914856,0.0,0.7242807153085145,0.7242807153085145
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7825.jpg,0,4,Recyclable,2,Organic,0.19984966004382174,0.0,0.8001503399561782,0.8001503399561782
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_793.jpg,0,0,Recyclable,1,Electronic,0.20426423520035383,0.7294802381229006,0.0662555266767455,0.7294802381229006
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8223.jpg,0,0,Recyclable,2,Organic,0.34650959911239504,0.0,0.6534904008876049,0.6534904008876049
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_813.jpg,0,2,Recyclable,2,Organic,0.2059792018292906,0.0,0.7940207981707094,0.7940207981707094
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_821.jpg,0,3,Recyclable,2,Organic,0.06445397629925263,0.0,0.9355460237007474,0.9355460237007474
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_818.jpg,0,1,Recyclable,2,Organic,0.24614246553969163,0.0,0.7538575344603083,0.7538575344603083
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_859.jpg,0,4,Recyclable,2,Organic,0.20110959049389193,0.0,0.7988904095061081,0.7988904095061081
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8394.jpg,0,0,Recyclable,2,Organic,0.48606330521897856,0.0,0.5139366947810214,0.5139366947810214
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8534.jpg,0,4,Recyclable,2,Organic,0.34894020807926324,0.0,0.6510597919207368,0.6510597919207368
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8295.jpg,0,1,Recyclable,1,Electronic,0.0,1.0,0.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_921.jpg,0,4,Recyclable,2,Organic,0.20261887822556668,0.0,0.7973811217744333,0.7973811217744333
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9579.jpg,0,1,Recyclable,2,Organic,0.3292470208097657,0.0,0.6707529791902342,0.6707529791902342
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9957.jpg,0,3,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9924.jpg,0,0,Recyclable,1,Electronic,0.13196861201083662,0.5405587784170811,0.32747260957208224,0.5405587784170811
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9951.jpg,0,2,Recyclable,1,Electronic,0.1463715361135246,0.8536284638864754,0.0,0.8536284638864754
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1493.jpg,0,4,Recyclable,2,Organic,0.3317039261518556,0.0,0.6682960738481444,0.6682960738481444
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1499.jpg,0,2,Recyclable,2,Organic,0.1341396043532099,0.0,0.8658603956467901,0.8658603956467901
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2378.jpg,0,3,Recyclable,2,Organic,0.4593365750483942,0.06347784741318076,0.47718557753842505,0.47718557753842505
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2988.jpg,0,3,Recyclable,1,Electronic,0.27457780787739416,0.636035052812035,0.08938713931057082,0.636035052812035
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2761.jpg,0,1,Recyclable,2,Organic,0.06608271878721363,0.0,0.9339172812127864,0.9339172812127864
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_302.jpg,0,3,Recyclable,2,Organic,0.06890985336562835,0.0,0.9310901466343716,0.9310901466343716
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4413.jpg,0,0,Recyclable,2,Organic,0.2043971781040906,0.0,0.7956028218959094,0.7956028218959094
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4528.jpg,0,1,Recyclable,2,Organic,0.13126419039020348,0.0,0.8687358096097966,0.8687358096097966
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4483.jpg,0,3,Recyclable,2,Organic,0.06750247021261317,0.0,0.9324975297873869,0.9324975297873869
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4833.jpg,0,1,Recyclable,2,Organic,0.43520895860799125,0.0,0.5647910413920088,0.5647910413920088
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_491.jpg,0,1,Recyclable,2,Organic,0.13286900811357438,0.0,0.8671309918864256,0.8671309918864256
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4815.jpg,0,2,Recyclable,2,Organic,0.06443225484476088,0.0,0.9355677451552391,0.9355677451552391
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4869.jpg,0,0,Recyclable,2,Organic,0.4233101927791721,0.0,0.5766898072208279,0.5766898072208279
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5341.jpg,0,1,Recyclable,2,Organic,0.2148743869070082,0.0,0.7851256130929918,0.7851256130929918
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8303.jpg,0,1,Recyclable,2,Organic,0.3321041612604656,0.0,0.6678958387395344,0.6678958387395344
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8794.jpg,0,3,Recyclable,2,Organic,0.45544921645447134,0.0,0.5445507835455287,0.5445507835455287
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9828.jpg,0,0,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8275.jpg,0,1,Recyclable,2,Organic,0.47134861241204096,0.0,0.528651387587959,0.528651387587959
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9858.jpg,0,4,Recyclable,1,Electronic,0.428424664751701,0.571575335248299,0.0,0.571575335248299
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9407.jpg,0,0,Recyclable,2,Organic,0.1388820096327549,0.0,0.8611179903672451,0.8611179903672451
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9777.jpg,1,4,Electronic,0,Recyclable,0.9349641227268318,0.06503587727316816,0.0,0.9349641227268318
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9277.jpg,0,1,Recyclable,2,Organic,0.34302706758904383,0.0,0.6569729324109561,0.6569729324109561
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8257.jpg,0,4,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9789.jpg,0,4,Recyclable,1,Electronic,0.3968333165577657,0.5323491978571036,0.07081748558513071,0.5323491978571036
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_839.jpg,0,4,Recyclable,2,Organic,0.2052853673426106,0.0,0.7947146326573894,0.7947146326573894
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9775.jpg,0,0,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9926.jpg,0,1,Recyclable,1,Electronic,0.1195471943910956,0.8804528056089044,0.0,0.8804528056089044
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8416.jpg,0,1,Recyclable,2,Organic,0.2650004845763466,0.0,0.7349995154236534,0.7349995154236534
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7205.jpg,0,0,Recyclable,2,Organic,0.4899559432217076,0.0,0.5100440567782925,0.5100440567782925
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6995.jpg,0,3,Recyclable,2,Organic,0.11993611969813783,0.0,0.8800638803018622,0.8800638803018622
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7004.jpg,0,1,Recyclable,2,Organic,0.47428513007523704,0.0,0.525714869924763,0.525714869924763
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8315.jpg,0,4,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9537.jpg,0,4,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_896.jpg,0,1,Recyclable,2,Organic,0.4669889868414242,0.0,0.5330110131585758,0.5330110131585758
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9774.jpg,0,3,Recyclable,1,Electronic,0.0,0.9343581066656985,0.06564189333430151,0.9343581066656985
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_811.jpg,0,1,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9817.jpg,0,0,Recyclable,2,Organic,0.0,0.0,1.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8374.jpg,0,3,Recyclable,1,Electronic,0.0,1.0,0.0,1.0
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9193.jpg,1,0,Electronic,0,Recyclable,0.8002635690773081,0.1997364309226919,0.0,0.8002635690773081
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9133.jpg,0,1,Recyclable,2,Organic,0.3975163897627715,0.063688639720235,0.5387949705169935,0.5387949705169935
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8471.jpg,0,3,Recyclable,2,Organic,0.46882718891888664,0.0,0.5311728110811134,0.5311728110811134
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_678.jpg,0,3,Recyclable,2,Organic,0.40744767671637744,0.0,0.5925523232836225,0.5925523232836225
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7226.jpg,0,1,Recyclable,2,Organic,0.20192018680732873,0.0,0.7980798131926713,0.7980798131926713
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_711.jpg,0,0,Recyclable,2,Organic,0.20443726421105304,0.0,0.795562735788947,0.795562735788947
