filepath,label,fold,pred_class,is_correct,top1_prob,top2_prob,margin,entropy,oof_prob_0,oof_prob_1,oof_prob_2
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5788.jpg,0,0,0,1,0.7123437566728594,0.23881830289005013,0.4735254537828093,0.7310773458812319,0.7123437566728594,0.0488379404370905,0.23881830289005013
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5692.jpg,0,2,0,1,0.5155589363357751,0.48201968694243547,0.03353924939333963,0.7079083074267014,0.5155589363357751,0.002421376721789355,0.48201968694243547
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5923.jpg,0,1,0,1,0.9949632920722284,0.00394680731022842,0.991016484762,0.03430392310548282,0.9949632920722284,0.0010899006175431516,0.00394680731022842
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5600.jpg,0,3,0,1,0.9916688858780335,0.004693260696470789,0.9869756251815627,0.053891330020954975,0.9916688858780335,0.004693260696470789,0.003637853425495769
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_57.jpg,0,4,0,1,0.989435677970419,0.006613829483491929,0.9828218484869271,0.06556212672241854,0.989435677970419,0.006613829483491929,0.003950492546088986
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5809.jpg,0,3,0,1,0.5911483509609797,0.39646612223195526,0.19468222872902446,0.7319438679127213,0.5911483509609797,0.012385526807065027,0.39646612223195526
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5657.jpg,0,0,0,1,0.9349332690216254,0.05369202975315766,0.8812412392684678,0.270841565182852,0.9349332690216254,0.01137470122521704,0.05369202975315766
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5948.jpg,0,1,2,0,0.6254208156755829,0.3589716030491332,0.2664492126264497,0.726227323355323,0.3589716030491332,0.01560758127528379,0.6254208156755829
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5872.jpg,0,4,0,1,0.9980363206048112,0.0012920179745523489,0.9967443026302588,0.015462666799016693,0.9980363206048112,0.0012920179745523489,0.0006716614206366809
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_592.jpg,0,2,0,1,0.9301864195906485,0.03769940391108579,0.8924870156795627,0.30132390297552136,0.9301864195906485,0.03211417649826552,0.03769940391108579
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5817.jpg,0,0,0,1,0.915080214149499,0.07694280879065668,0.8381374053588424,0.31708047966719716,0.915080214149499,0.007976977059844197,0.07694280879065668
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5915.jpg,0,3,0,1,0.962078841865148,0.03260763402797949,0.9294712078371685,0.17664520983335996,0.962078841865148,0.005313524106872459,0.03260763402797949
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5615.jpg,0,1,0,1,0.9911404112807816,0.006863758219146714,0.9842766530616348,0.05541950822751005,0.9911404112807816,0.0019958305000718594,0.006863758219146714
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5661.jpg,0,2,0,1,0.9784469770335554,0.01958433860919074,0.9588626384243647,0.11061043558112485,0.9784469770335554,0.001968684357253702,0.01958433860919074
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5765.jpg,0,4,0,1,0.9888333716532652,0.008146379322738985,0.9806869923305263,0.06781435420178428,0.9888333716532652,0.003020249023995688,0.008146379322738985
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5707.jpg,0,0,0,1,0.9813482718872627,0.014555500664470778,0.966792771222792,0.10256313437009534,0.9813482718872627,0.00409622744826644,0.014555500664470778
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5964.jpg,0,1,0,1,0.9677561905379682,0.03044401525615209,0.9373121752818161,0.14939956467219004,0.9677561905379682,0.0017997942058796531,0.03044401525615209
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5684.jpg,0,3,0,1,0.9974002841614715,0.0017142911200517005,0.9956859930414198,0.019738277554396846,0.9974002841614715,0.000885424718476778,0.0017142911200517005
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5643.jpg,0,0,0,1,0.9928164898064898,0.005325114595467618,0.9874913752110223,0.04672200040046865,0.9928164898064898,0.0018583955980426103,0.005325114595467618
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5847.jpg,0,2,0,1,0.9845491900254295,0.010108160829583476,0.9744410291958461,0.08972480400864491,0.9845491900254295,0.00534264914498697,0.010108160829583476
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5718.jpg,0,4,0,1,0.9961802595686032,0.0023812651470567626,0.9937989944215465,0.027609200193949076,0.9961802595686032,0.0023812651470567626,0.0014384752843400414
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5881.jpg,0,1,0,1,0.956226148045594,0.03671476696406819,0.9195113810815259,0.19909498232636952,0.956226148045594,0.007059084990337801,0.03671476696406819
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5674.jpg,0,2,0,1,0.9946895658667888,0.0038824774366610928,0.9908070884301277,0.036204308774888144,0.9946895658667888,0.0038824774366610928,0.0014279566965500537
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5886.jpg,0,3,0,1,0.976677110807383,0.022791000378847768,0.9538861104285352,0.11324037186470823,0.976677110807383,0.0005318888137693417,0.022791000378847768
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5602.jpg,0,3,0,1,0.9977634799167178,0.0014202097769686394,0.9963432701397491,0.01735081343424886,0.9977634799167178,0.0008163103063135146,0.0014202097769686394
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5694.jpg,0,4,0,1,0.9921227063299691,0.005436829572466136,0.986685876757503,0.05087763102087618,0.9921227063299691,0.005436829572466136,0.0024404640975647465
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5659.jpg,0,1,0,1,0.9664563744981727,0.03296150207819237,0.9334948724199803,0.1497891014976408,0.9664563744981727,0.0005821234236349516,0.03296150207819237
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_571.jpg,0,0,0,1,0.9819903493915433,0.009742895741191623,0.9722474536503517,0.1026112903101406,0.9819903493915433,0.008266754867265018,0.009742895741191623
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5827.jpg,0,2,0,1,0.9971862034209021,0.0018743509339050916,0.995311852486997,0.021127950804268852,0.9971862034209021,0.0009394456451926406,0.0018743509339050916
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5851.jpg,0,4,0,1,0.7246924459249872,0.2406721453344026,0.48402030059058454,0.6926254611795983,0.7246924459249872,0.03463540874061014,0.2406721453344026
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5859.jpg,0,0,0,1,0.8971105446634244,0.09219140544597765,0.8049191392174468,0.3657233355666013,0.8971105446634244,0.010698049890597838,0.09219140544597765
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5864.jpg,0,1,0,1,0.9960088820275297,0.0025651985435589555,0.9934436834839707,0.028630359823026745,0.9960088820275297,0.0014259194289113505,0.0025651985435589555
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5749.jpg,0,3,0,1,0.9954548609642069,0.003605336843075989,0.9918495241211309,0.031366312017810094,0.9954548609642069,0.0009398021927172152,0.003605336843075989
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5815.jpg,0,2,0,1,0.9495092559696975,0.03337164748533831,0.9161376084843592,0.23229226294210303,0.9495092559696975,0.03337164748533831,0.01711909654496414
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5586.jpg,0,4,0,1,0.8777132424368748,0.07178486894594195,0.8059283734909328,0.4543577651364946,0.8777132424368748,0.07178486894594195,0.05050188861718334
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5929.jpg,0,3,0,1,0.5494472306220348,0.42418104019055575,0.12526619043147907,0.7886813247789002,0.5494472306220348,0.026371729187409525,0.42418104019055575
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5894.jpg,0,0,0,1,0.96955083149789,0.019112686315890796,0.9504381451819992,0.1564017865692826,0.96955083149789,0.011336482186219396,0.019112686315890796
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5634.jpg,0,1,0,1,0.8251309409234693,0.09538187418483621,0.729749066738633,0.5840099686917557,0.8251309409234693,0.07948718489169455,0.09538187418483621
